log_id,intention_id,title,category,motivation,date_created,event_date,event_type,hours_spent,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,note
531,173,plan a solo trip,travel,Social connection,2023/07/28,18 Aug 2023,Started,,3.0,1.0,5.0,,4.7,yes,2023-09-13,
532,73,Update personal records,HOME & ADMIN,Financial security,01/04/2025,2025/06/01,STARTED ,,,4.0,3.0,2.0,15.2,N,,
533,219, Read one book on statistics  ,learning and skills,Curiosity / fun,2024-04-27,2024-09-12,continued work,1.7,3.0,2.0,4.0,2.0,,TRUE,2024-10-01,
534,195,Book a long-postponed trip,Travel,Career advancement,11/12/2024,2025-02-27,Abandoned,0.0,3.0,1.0,4.0,1.0,,False,,Lack of money
535,20,Start a small garden,HOBBY,Financial security,2024-08-20,2024-09-20,RESEARCHED,,1.0,low,3.0,1.0,6.6,FALSE,,
536,14,Start journaling regularly,HOBBY,Personal growth,2024/06/30,08-13-2024,Replaced,0.0,4.0,2.0,4.0,1.0,4.6,FALSE,,Replaced by a different priority
537,150,Read one book on statistics,Learning&Skills,Obligation / should-do,2023/05/02,02/05/2023,Created,0.0,2.0,2.0,2.0,1.0,2.3,no,,
538,77,Reorganize the wardrobe,Home and Admin,Curiosity / fun,04 Jun 2025,2025-06-28,Research,0.8,2.0,1.0,very low,1.0,4.1,Yes,2025-08-28,
539,140,Reorganize the wardrobe,Home & Admin,Financial security,2023/10/05,10-05-2023,Created,0.0,2.0,2.0,1.0,2.0,6.9,FALSE,,
540,65,Learn touch typing,LEARNING & SKILLS,Curiosity / fun,04-29-2025,10 Jun 2025,STARTED ,0.0,3.0,3.0,,5.0,3.3,1,2025-05-13,
541,57,Research visa requirements,TRAVEL ,Career advancement,2025-02-08,02-24-2025,Researched,0.5,,3.0,5.0,1.0,55.7,No,,
542,9,Plan a family visit,Relationships,Curiosity / fun,2024-07-19,12-29-2024,CONTINUED,0.7,4.0,2.0,3.0,1.0,2.2,False,,
543,90,Learn key phrases for a trip,TRAVEL ,Creative expression,03-28-2024,2024-08-29,abandoned,0.0,3.0,3.0,2.0,1.0,3.1,,,No accountability
544,221,Plan a family visit,Relationships,Social connection,24/05/2023,2023-06-14,Research,2.3,4.0,1.0,5.0,,22.1,TRUE,2023-06-16,
545,262,RESEARCH INVESTMENT OPTIONS,Financial,Curiosity / fun,02-12-2025,2025/02/12,Created,0.0,,2.0,3.0,,12.5,,,
546,220,TRY A NEW RECIPE EVERY WEEK,hobby,Social connection,2024-10-25,25 Oct 2024,CREATED,0.0,3.0,2.0,1.0,2.0,11.2,1,2025-03-06,
547,56,Redesign a personal art portfolio,CREATIVE ,Social connection,02-10-2024,05-23-2024,gave up,0.0,3.0,2.0,2.0,1.0,5.8,True,2024-08-07,Lack of motivation
548,18,learn a new design software,Creative,Creative expression,10 Feb 2024,2024/05/02,PLANNED,0.0,2.0,3.0,3.0,1.0,13.0,0,,
549,8,Start a puzzle-solving habit,Hobby,Health & wellbeing,06 Apr 2025,06/04/2025,Created,,1.0,2.0,1.0,1.0,9.7,,2025-08-15,
550,84,automate a recurring bill payment,home/admin,Curiosity / fun,2023/03/13,2023-03-13,CREATED,0.0,2.0,4.0,3.0,2.0,8.7,N,,
551,172, Call an old friend  ,Relationships,Creative expression,2023-07-12,2023-08-19,delayed,0.0,2.0,1.0,3.0,1.0,14.4,N,,Lack of motivation
552,7,Study for a certification exam,Learning & Skills,Curiosity / fun,10/04/2023,05-04-2023,researching,3.0,,4.0,3.0,1.0,17.1,,,
553,247,Finish an online Python course,Learning&Skills,Health & wellbeing,01 May 2025,01 May 2025,created,0.0,2.0,1.0,3.0,5.0,4.0,yes,2025-09-02,
554,303,Automate a recurring bill payment,home/admin,Personal growth,05-15-2023,2023/05/26,Research,2.8,1.0,2.0,2.0,1.0,7.6,,,
555,76,Review and cut subscriptions,Finance,Obligation / should-do,2023/08/17,10-30-2023,Research,0.5,2.0,medium,3.0,5.0,3.9,1,2023-10-19,
556,101,Start a niche newsletter,side project,Health & wellbeing,03/10/2024,11 Nov 2024,Planned,0.0,4.0,4.0,,3.0,4.5,Yes,2025-02-06,
557,276,Try a new craft technique,Creative,Health & wellbeing,08/03/2025,05-16-2025,Started,0.0,2.0,1.0,4.0,1.0,42.2,Yes,2025-07-30,
558,223,Schedule regular calls with family,relationships,Obligation / should-do,15 Jan 2024,15/01/2024,New,0.0,2.0,2.0,4.0,2.0,9.4,No,,
559,50,Train for a 5k run,Fitness & Health,Career advancement,2023/10/31,01/01/2024,RESEARCHED,3.3,,2.0,2.0,3.0,11.8,TRUE,2023-11-28,
560,316,Plan a family visit,relationships,Health & wellbeing,19/01/2024,21/05/2024,continued work,0.8,3.0,1.0,4.0,1.0,3.9,1,2024-04-23,
561,136,Prototype a small app idea,Side Project,Creative expression,12-08-2024,12-08-2024,New,0.0,,1.0,5.0,3.0,25.6,N,,
562,305,Plan a solo trip,TRAVEL ,Financial security,25 Feb 2024,2024-03-19,Researched,1.1,4.0,3.0,3.0,1.0,5.8,FALSE,,
563,158,Plan a family visit,RELATIONSHIPS,Social connection,11 Jul 2024,11/07/2024,created,0.0,4.0,3.0,3.0,1.0,1.8,yes,2024-09-01,
564,25,Renew an expiring document,HOME & ADMIN,Creative expression,2023-10-28,12/04/2024,continued work,1.1,4.0,1.0,5.0,1.0,13.8,False,,
565,268,Build a personal dashboard,side project,Curiosity / fun,2025-05-03,24/06/2025,planning,0.0,2.0,1.0,3.0,1.0,9.5,,,
566,27,Pay off a small debt,Finance,Personal growth,2023-06-06,27/06/2023,researching,0.4,1.0,2.0,2.0,,3.6,no,,
567,223,Schedule regular calls with family,Relationships,Obligation / should-do,15/01/2024,10/04/2024,continued work,1.3,2.0,2.0,4.0,2.0,9.4,No,,
568,254,Start a puzzle-solving habit,HOBBY,Social connection,2023/01/30,08 Apr 2023,Planned,500.0,very low,2.0,2.0,1.0,24.8,TRUE,2023-08-11,
569,254,START A PUZZLE-SOLVING HABIT,HOBBY,Social connection,2023/01/30,02-21-2023,Research,2.6,1.0,2.0,2.0,1.0,24.8,1,2023-08-11,
570,123,Practice a new software tool weekly,Learning&Skills,Financial security,08 Dec 2024,29 Jan 2025,researching,3.2,3.0,2.0,3.0,1.0,73.8,FALSE,,
571,219,READ ONE BOOK ON STATISTICS,Learning & Skills,Curiosity / fun,2024/04/27,27 Apr 2024,CREATED,0.0,3.0,2.0,4.0,2.0,15.8,True,2024-10-01,
572,106,Start a houseplant collection,HOBBY,Obligation / should-do,05-27-2025,07-24-2025,planning,0.0,1.0,1.0,3.0,,3.6,False,,
573,17,Send a thank-you note,Relationship,Curiosity / fun,2023-03-09,20 Apr 2023,Researched,2.5,2.0,3.0,5.0,1.0,3.9,True,2023-08-15,
574,221, Plan a family visit  ,RELATIONSHIPS,Social connection,2023-05-24,2023/05/24,created,0.0,4.0,1.0,5.0,1.0,22.1,1,2023-06-16,
575,274,Learn touch typing,LEARNING & SKILLS,Obligation / should-do,2025-05-14,12/06/2025,PLANNED,0.0,,2.0,2.0,1.0,3.7,Y,2025-09-16,
576,182,Plan a savings goal,Financial,Creative expression,16/08/2024,07 Sep 2024,planning,0.0,3.0,1.0,4.0,3.0,57.2,FALSE,,
577,130,Start a puzzle-solving habit,HOBBY,Health & wellbeing,27 Nov 2023,03 Mar 2024,postponed,0.0,2.0,1.0,3.0,1.0,15.3,False,,Lost interest
578,69,Call an old friend,Relationship,Career advancement,2023-02-12,2023/03/20,Planned,0.0,2.0,2.0,3.0,,5.3,,,
579,277,Build a personal dashboard,side project,Curiosity / fun,18/07/2023,08-28-2023,completed,0.0,3.0,2.0,5.0,1.0,15.9,,,
580,159,Train for a 5k run,fitness/health,Social connection,03/03/2023,2023/04/05,Postponed,0.0,3.0,2.0,,,3.1,1,2023-06-03,Overestimated effort required
581,20,Start a small garden,HOBBY,Financial security,2024-08-20,05/10/2024,delayed,0.0,1.0,2.0,3.0,1.0,6.6,no,,Blocked by dependency
582,268,Build a personal dashboard,SIDE PROJECT,Curiosity / fun,03 May 2025,05-26-2025,Researched,2.3,2.0,1.0,3.0,1.0,9.5,no,,
583,96,Learn touch typing,Learning&Skills,Creative expression,08-13-2023,20/09/2023,Planned,0.0,2.0,3.0,3.0,5.0,22.4,True,2024-02-21,
584,85,Start a reading challenge,HOBBY,Social connection,10/11/2024,2024-12-19,Continued,7.0,5.0,4.0,3.0,2.0,14.6,,,
585,82, Organize a small get-together  ,Relationship,Career advancement,2023-09-18,02 Oct 2023,Researched,0.6,3.0,1.0,3.0,1.0,13.0,Yes,2024-01-21,
586,20,Start a small garden,hobby,Financial security,20/08/2024,13 Mar 2025,PUSHED BACK,0.0,1.0,2.0,3.0,1.0,6.6,FALSE,,Lack of money
587,63,Research investment options,financial,Financial security,2024-09-11,22/01/2025,Abandoned,-0.0,,3.0,4.0,3.0,26.4,Yes,2024-12-21,Perfectionism / fear of failure
588,309,Plan a weekend getaway,travel,Obligation / should-do,2025/03/07,2025/04/27,Planned,,,4.0,5.0,1.0,4.7,False,,
589,165,RESEARCH FLIGHTS FOR A TRIP, Travel,Social connection,2024/10/29,2025-01-02,Planned,0.0,2.0,4.0,5.0,1.0,5.5,,,
590,171,Build a personal data project,SIDE PROJECT,Creative expression,04/11/2024,01-14-2025,Done!,0.0,2.0,1.0,2.0,4.0,29.3,FALSE,,
591,27,Pay off a small debt,financial,Personal growth,2023/06/06,2023/10/09,ABANDONED,0.0,1.0,2.0,2.0,3.0,3.6,No,,Lack of motivation
592,106,Start a houseplant collection,Hobby,Obligation / should-do,2025-05-27,05-27-2025,Created,0.0,1.0,1.0,3.0,1.0,3.6,no,,
593,297,Learn the basics of investing,Financial,Curiosity / fun,2024/01/21,11/02/2024,RESEARCHED,0.4,3.0,2.0,5.0,1.0,10.0,no,,
594,280,Learn to cook healthier meals,fitness/health,Creative expression,20/04/2024,2024/04/20,created,0.0,3.0,1.0,2.0,2.0,4.5,,,
595,69,Call an old friend,relationships,Career advancement,12 Feb 2023,2023/03/02,researching,0.7,2.0,2.0,3.0,1.0,5.3,FALSE,,
596,158,Plan a family visit,Relationships,Social connection,11/07/2024,26/07/2024,RESEARCHED,0.9,4.0,,3.0,1.0,1.8,Y,2024-09-01,
597,76,Review and cut subscriptions,FINANCIAL,Obligation / should-do,2023-08-17,2024-01-16,postponed,0.0,2.0,3.0,3.0,5.0,3.9,Yes,2023-10-19,No accountability
598,318,Plan a trip itinerary,TRAVEL ,Career advancement,22 Sep 2024,26 Oct 2024,PLANNED,,3.0,2.0,2.0,,8.8,Y,2024-10-26,
599,190,train for a 5k run,fitness/health,Social connection,04-25-2024,2024-04-25,Created,0.0,2.0,1.0,2.0,1.0,10.2,False,,
600,85,START A READING CHALLENGE,HOBBY,Social connection,2024-11-10,02-11-2025,CONTINUED,2.2,5.0,4.0,3.0,2.0,14.6,,,
601,319,Research investment options,financial,Obligation / should-do,05 May 2025,2025-05-09,Research,1.0,,1.0,3.0,3.0,1.0,TRUE,2025-11-21,
602,130,Start a puzzle-solving habit,Hobby,Health & wellbeing,2023/11/27,05-22-2024,Continued,3.0,2.0,1.0,3.0,1.0,15.3,False,,
603,257,Learn basic public speaking,Learning&Skills,Creative expression,2023/08/09,21 Sep 2023,postponed,0.0,3.0,2.0,4.0,3.0,4.0,0,,Overestimated effort required
604,100,LEARN TO COOK HEALTHIER MEALS,fitness/health,Social connection,05/04/2024,2024/05/17,Research,1.3,3.0,1.0,,1.0,2.4,,2024-06-21,
605,70,Fix a recurring household issue,home/admin,Curiosity / fun,2024-11-29,2024-12-31,replaced by something else,0.0,3.0,1.0,1.0,1.0,6.7,Yes,2025-01-08,Replaced by a different priority
606,252,Complete a data visualization course,Learning&Skills,Health & wellbeing,15 May 2025,27 Jul 2025,postponed,0.0,1.0,4.0,,1.0,7.8,,,Unclear next step
607,170,Research a relocation destination,travel,Obligation / should-do,19/11/2023,2024/01/19,start,0.0,3.0,2.0,,1.0,5.1,1,2024-01-01,
608,25,RENEW AN EXPIRING DOCUMENT,Home and Admin,Creative expression,2023-10-28,2024/05/10,CONTINUED,,4.0,1.0,5.0,1.0,13.8,0,,
609,19,Start a home workout routine,FITNESS & HEALTH,Social connection,2023-05-23,2023-05-23,New,0.0,3.0,3.0,2.0,1.0,,Y,2023-10-27,
610,318,Plan a trip itinerary, Travel,Career advancement,22/09/2024,2024-11-29,gave up,0.0,3.0,2.0,,1.0,8.8,Yes,2024-10-26,Competing priorities
611,85,Start a reading challenge,hobby,Social connection,2024/11/10,17 Jan 2025,CONTINUED,3.0,5.0,4.0,3.0,2.0,14.6,FALSE,,
612,54, Complete a data visualization course  ,Learning & Skills,Health & wellbeing,15 Aug 2024,2024-08-15,Created,0.0,1.0,4.0,1.0,1.0,9.2,FALSE,,
613,235, Get a professional certification  , Career,Health & wellbeing,29/09/2023,2023/10/09,researching,3.3,4.0,,3.0,2.0,4.1,Y,2024-01-28,
614,288,Build a portfolio project,SideProject,Curiosity / fun,05 Mar 2023,2023/04/24,PLANNED,0.0,3.0,2.0,5.0,3.0,15.8,,,
615,85,Start a reading challenge,HOBBY,Social connection,10 Nov 2024,2025/02/09,Continued,9.0,5.0,4.0,3.0,2.0,14.6,0,,
616,112,Join a local social group,relationships,Health & wellbeing,07-31-2024,01 Aug 2024,researching,0.4,2.0,2.0,2.0,1.0,5.6,no,,
617,133,Learn key phrases for a trip,TRAVEL ,Curiosity / fun,2023-12-30,16 Apr 2024,Abandoned,0.0,2.0,1.0,3.0,1.0,4.3,FALSE,,Lost interest
618,282,Learn to cook healthier meals,fitness/health,Social connection,2023-03-11,20 Jul 2023,continued work,,2.0,1.0,5.0,1.0,6.5,No,,
619,121,Start a home workout routine,fitness/health,Social connection,04-21-2023,2023/04/21,created,,4.0,1.0,4.0,2.0,11.8,FALSE,,
620,286,Plan a road trip route,travel,Career advancement,21/07/2024,08-12-2024,Researched,0.3,1.0,5.0,2.0,1.0,6.4,N,,
621,20,Start a small garden,Hobby,Financial security,08-20-2024,04-20-2025,Done!,0.0,1.0,2.0,3.0,1.0,6.6,False,,
622,164,PLAN A SAVINGS GOAL,financial,Personal growth,11/02/2023,11/02/2023,created,0.0,1.0,2.0,4.0,2.0,21.3,0,,
623,188,Contribute to an open-source project,SideProject,Creative expression,06/12/2023,2023-12-06,New,0.0,,,4.0,2.0,4.9,no,,
624,65,Learn touch typing,LEARNING & SKILLS,Curiosity / fun,29/04/2025,05-26-2025,planning,,3.0,3.0,2.0,5.0,3.3,True,2025-05-13,
625,171,Build a personal data project,side project,Creative expression,2024-11-04,11-04-2024,CREATED,0.0,2.0,1.0,2.0,4.0,29.3,no,,
626,39,start a freelance side gig,SIDE PROJECT,Financial security,2023-10-13,01-31-2024,Started,,2.0,3.0,3.0,1.0,9.5,False,,
627,200,Start sketching daily,creative,Career advancement,2024-10-15,30/10/2024,RESEARCHED,1.1,2.0,4.0,4.0,1.0,13.7,Yes,2025-01-02,
628,76,Review and cut subscriptions,Finance,Obligation / should-do,2023-08-17,19 Jan 2024,continued work,1.4,2.0,3.0,3.0,5.0,3.9,TRUE,2023-10-19,
629,23,Reconnect with a former colleague,relationships,Social connection,09-02-2024,09-02-2024,Created,0.0,,2.0,3.0,4.0,6.9,No,,
630,46,Plan a road trip route,Travel,Career advancement,04-11-2023,11/04/2023,New,0.0,4.0,2.0,2.0,1.0,15.1,Y,2023-09-10,
631,3,Apply to 10 jobs abroad,Career,Career advancement,12 Aug 2023,31 Aug 2023,Researched,1.0,2.0,2.0,3.0,1.0,1.7,TRUE,2024-01-27,
632,20,Start a small garden,Hobbies,Financial security,2024/08/20,2024/09/24,Research,,1.0,2.0,3.0,1.0,6.6,N,,
633,308,Try a new craft technique,Creativity,Creative expression,2024-11-25,2025/01/07,Planned,0.0,1.0,3.0,2.0,1.0,0.6,no,,
634,312,Start a small blog,side project,Social connection,2023/10/19,04-24-2024,worked on it,4.8,3.0,3.0,2.0,4.0,6.4,yes,2023-12-13,
635,288,build a portfolio project,Side Project,Curiosity / fun,2023/03/05,2023/04/04,Research,0.3,3.0,2.0,5.0,3.0,15.8,0,,
636,135,Prototype a small app idea,SIDE PROJECT,Creative expression,29 Mar 2023,2023-04-18,Research,2.3,4.0,1.0,2.0,1.0,2.3,True,2023-07-25,
637,303,Automate a recurring bill payment,home/admin,Personal growth,05-15-2023,06-12-2023,researching,0.7,1.0,2.0,2.0,1.0,7.6,0,,
638,234,Learn SQL properly,LEARNING & SKILLS,Curiosity / fun,15 May 2023,07-22-2023,CONTINUED,0.9,5.0,4.0,4.0,3.0,17.6,Yes,2023-07-28,
639,282,Learn to cook healthier meals,Fitness and Health,Social connection,2023/03/11,2023/08/16,CONTINUED,0.4,2.0,1.0,5.0,1.0,6.5,False,,
640,173,Plan a solo trip,Travel,Social connection,07-28-2023,2023-10-15,worked on it,3.9,3.0,1.0,5.0,3.0,4.7,True,2023-09-13,
641,26,Ask for a performance review,career,Health & wellbeing,2024/05/27,2024/08/04,Continued,1.8,5.0,1.0,2.0,2.0,5.2,N,,
642,288,Build a portfolio project,Side Project,Curiosity / fun,05/03/2023,03-13-2023,Research,,medium,2.0,5.0,3.0,15.8,FALSE,,
643,223,Schedule regular calls with family,relationships,Obligation / should-do,01-15-2024,02-21-2024,Research,1.3,2.0,2.0,4.0,2.0,9.4,0,,
644,127, Book a long-postponed trip  , Travel,Creative expression,03-19-2024,05 Apr 2024,researching,0.4,1.0,4.0,3.0,1.0,3.3,0,,
645,274,Learn touch typing,Learning&Skills,Obligation / should-do,14/05/2025,05-18-2025,Researched,1.4,3.0,2.0,2.0,1.0,3.7,1,2025-09-16,
646,60,Start a photography project,Creative,Social connection,10-19-2023,05-27-2024,replaced by something else,0.0,2.0,3.0,3.0,2.0,14.4,Yes,2024-03-20,Replaced by a different priority
647,91,Start going to the gym 3x/week,FITNESS & HEALTH,Curiosity / fun,2023-10-18,11-11-2023,Researched,5.1,3.0,3.0,2.0,2.0,5.1,,,
648,115,Reconnect with a former colleague,Relationship,Obligation / should-do,09 Feb 2025,2025/02/22,RESEARCHED,0.7,3.0,4.0,3.0,1.0,17.2,,,
649,290,Research flights for a trip,Travel,Curiosity / fun,19 Jun 2024,06-19-2024,CREATED,0.0,2.0,1.0,4.0,2.0,8.3,,,
650,96,Learn touch typing,Learning & Skills,Creative expression,13/08/2023,07/12/2023,Continued,0.4,2.0,3.0,,5.0,22.4,yes,2024-02-21,
651,227,Organize digital files,HOME & ADMIN,Curiosity / fun,2024/12/03,2025-01-07,RESEARCHED,0.2,3.0,3.0,5.0,,6.6,,,
652,282,Learn to cook healthier meals,FITNESS & HEALTH,Social connection,2023/03/11,20/04/2023,start,0.0,2.0,1.0,5.0,1.0,6.5,FALSE,,
653,189,Learn basic public speaking,LEARNING & SKILLS,Obligation / should-do,12/04/2024,04-27-2024,Research,3.4,1.0,3.0,4.0,2.0,43.0,True,2024-06-01,
654,304,Improve sleep schedule,Fitness & Health,Personal growth,2025/05/01,2025/05/25,Researched,3.1,3.0,4.0,4.0,1.0,43.3,FALSE,,
655,233,Review and cut subscriptions,FINANCIAL,Personal growth,14 May 2023,11 Jun 2023,Researched,3.1,1.0,5.0,1.0,1.0,20.5,No,,
656,154,redesign a personal art portfolio,Creative,Personal growth,2024-11-07,07/11/2024,created,0.0,2.0,2.0,5.0,1.0,41.7,Y,2025-01-21,
657,85,start a reading challenge,hobby,Social connection,10/11/2024,2024/12/15,Began,0.0,5.0,4.0,3.0,,14.6,False,,
658,307,Learn a new design software,creative,Creative expression,2023/09/02,09-26-2023,RESEARCHED,1.1,3.0,1.0,3.0,1.0,5.4,FALSE,,
659,74,Build an emergency fund,Financial,Obligation / should-do,17/03/2025,29 Mar 2025,RESEARCHED,3.9,,2.0,,2.0,4.1,,,
660,79,Update CV and LinkedIn profile,Career,Personal growth,2025-06-17,07-11-2025,researching,0.4,2.0,3.0,1.0,5.0,23.6,0,,
661,126,learn basic public speaking,LEARNING & SKILLS,Obligation / should-do,10-25-2024,11-19-2024,researching,0.3,2.0,1.0,3.0,,21.9,0,,
662,241, Start journaling regularly  ,HOBBY,Curiosity / fun,09 Mar 2023,15 Mar 2023,Research,2.3,3.0,2.0,3.0,2.0,8.5,Yes,2023-08-29,
663,199,Try a new recipe every week,hobby,Personal growth,2024/05/24,26/08/2024,ABANDONED,0.0,3.0,1.0,3.0,1.0,3.3,N,,Low energy / burnout
664,74,Build an emergency fund,FINANCIAL,Obligation / should-do,2025/03/17,2025-04-02,RESEARCHED,2.2,2.0,2.0,3.0,2.0,4.1,no,,
665,117,Deep clean the kitchen,Home & Admin,Career advancement,27/10/2024,2024-12-10,Postponed,0.0,3.0,2.0,4.0,3.0,9.6,TRUE,2025-04-25,Blocked by dependency
666,258,Renew an expiring document,Home and Admin,Curiosity / fun,14 Jan 2024,01-31-2024,RESEARCHED,2.7,1.0,1.0,4.0,1.0,1.2,FALSE,,
667,181,Update personal records,Home & Admin,Social connection,01/10/2023,10-25-2023,PUSHED BACK,,3.0,2.0,3.0,2.0,9.7,False,,Lack of time
668,76,Review and cut subscriptions,financial,Obligation / should-do,17/08/2023,2023/12/16,worked on it,2.5,2.0,3.0,3.0,5.0,,yes,2023-10-19,
669,189,Learn basic public speaking,LEARNING & SKILLS,Obligation / should-do,12/04/2024,04-27-2024,Research,3.4,1.0,3.0,4.0,2.0,43.0,True,2024-06-01,
670,200,Start sketching daily,Creative,Career advancement,15 Oct 2024,2024-11-30,Planned,0.0,2.0,4.0,4.0,1.0,13.7,yes,2025-01-02,
671,9,Plan a family visit,Relationship,Curiosity / fun,2024-07-19,08-31-2024,CONTINUED,3.7,4.0,2.0,3.0,1.0,2.2,0,,
672,304,Improve sleep schedule,FITNESS & HEALTH,Personal growth,01 May 2025,06-04-2025,researching,0.8,3.0,high,4.0,1.0,43.3,no,,
673,261,Create a travel budget,travel,Obligation / should-do,2024-05-12,24 May 2024,Planned,,2.0,3.0,3.0,1.0,13.2,,,
674,197,write a long-overdue message,Relationships,Personal growth,08/09/2023,18/10/2023,postponed,0.0,4.0,3.0,low,1.0,8.1,,,Perfectionism / fear of failure
675,18,Learn a new design software,Creativity,Creative expression,2024-02-10,03-20-2024,researching,2.7,2.0,3.0,,1.0,13.0,No,,
676,170,Research a relocation destination,travel,Obligation / should-do,11-19-2023,2024/01/06,PLANNED,0.0,,2.0,5.0,1.0,5.1,yes,2024-01-01,
677,63,Research investment options,financial,Financial security,11 Sep 2024,10-16-2024,Researched,1.2,2.0,3.0,4.0,3.0,26.4,Y,2024-12-21,
678,38,Write short stories weekly,CREATIVE ,Health & wellbeing,2023/02/02,24/02/2023,PLANNED,0.0,3.0,3.0,3.0,1.0,2.1,False,,
679,165,Research flights for a trip, Travel,Social connection,10-29-2024,2025/03/12,worked on it,3.2,2.0,4.0,5.0,1.0,5.5,,,
680,306,plan a road trip route, Travel,Creative expression,19 Oct 2023,10-19-2023,New,0.0,,4.0,5.0,1.0,3.0,FALSE,,
681,39,Start a freelance side gig,Side Project,Financial security,13/10/2023,2024/05/21,Continued,4.1,,3.0,3.0,1.0,9.5,No,,
682,165,Research flights for a trip,Travel,Social connection,29/10/2024,03 Nov 2024,Research,0.6,2.0,4.0,5.0,1.0,5.5,FALSE,,
683,16,Declutter the apartment,Home & Admin,Curiosity / fun,2023/08/23,2023-08-23,New,0.0,4.0,2.0,3.0,1.0,1.4,N,,
684,291,Fix a recurring household issue,Home & Admin,Curiosity / fun,01/02/2024,2024-02-28,RESEARCHED,0.7,3.0,4.0,3.0,4.0,13.6,FALSE,,
685,249,learn touch typing,learning and skills,Obligation / should-do,12-29-2023,2024/01/20,Research,0.3,2.0,2.0,2.0,1.0,4.6,FALSE,,
686,49,Set up automatic savings,financial,Creative expression,2023-10-20,2024/04/05,Done!,0.0,2.0,2.0,4.0,3.0,2.8,FALSE,,
687,216,Repair a strained relationship,relationships,Career advancement,01-10-2024,01-10-2024,Created,500.0,2.0,1.0,2.0,3.0,17.6,yes,2024-05-04,
688,26,Ask for a performance review,career,Health & wellbeing,2024-05-27,2024-09-23,Postponed,0.0,5.0,1.0,2.0,2.0,5.2,,,Lack of motivation
689,312,Start a small blog,side project,Social connection,10-19-2023,2023-11-19,PLANNED,0.0,3.0,3.0,2.0,4.0,6.4,,2023-12-13,
